vehicle_id,customer_id,vehicle_type,vehicle_model,battery_capacity_kwh,vehicle_age_years
V06293,CU01662,Two-Wheeler,Ather 450X,2,2
V06294,CU04265,Hatchback,MG Comet,35,3
V06295,CU03695,Two-Wheeler,Ather 450X,4,3
V06296,CU04876,Hatchback,MG Comet,30,1
V06297,CU00170,Two-Wheeler,Ola S1,3,4
V06298,CU04234,SUV,Mahindra XUV400,100,4
V06299,CU03100,Sedan,MG5,55,1
V06300,CU04615,SUV,Tata Nexon EV,100,4
V06301,CU03013,Hatchback,MG Comet,30,4
V06302,CU02611,Hatchback,Tata Tiago EV,35,3
V06303,CU02474,SUV,Tata Nexon EV,82,1
V06304,CU03762,Two-Wheeler,Ola S1,3,1
V06305,CU02689,Sedan,MG5,50,0
V06306,CU04805,Sedan,BYD Seal,50,1
V06307,CU01291,SUV,Tata Nexon EV,100,0
V06308,CU02036,SUV,Hyundai Ioniq 5,75,2
V06309,CU00107,Sedan,MG5,60,0
V06310,CU02608,Two-Wheeler,Ather 450X,4,1
V06311,CU02186,SUV,Tata Nexon EV,82,0
V06312,CU01689,Hatchback,Tata Tiago EV,30,3
V06313,CU00006,Hatchback,Tata Tiago EV,30,1
V06314,CU00523,Sedan,BYD Seal,50,1
V06315,CU03344,SUV,Hyundai Ioniq 5,100,2
V06316,CU03896,Hatchback,Tata Tiago EV,30,3
V06317,CU00066,Commercial Van,Mahindra Treo,80,4
V06318,CU03411,Sedan,BYD Seal,50,3
V06319,CU02982,SUV,Hyundai Ioniq 5,70,1
V06320,CU04594,Hatchback,Tata Tiago EV,30,2
V06321,CU02816,Two-Wheeler,Ather 450X,2,4
V06322,CU02018,Two-Wheeler,Ola S1,3,2
V06323,CU01743,Hatchback,MG Comet,35,0
V06324,CU03510,Commercial Van,Tata Ace EV,120,4
V06325,CU04082,Sedan,BYD Seal,50,2
V06326,CU03535,SUV,Mahindra XUV400,82,2
V06327,CU02783,Two-Wheeler,Ather 450X,2,1
V06328,CU00363,Two-Wheeler,Ather 450X,3,4
V06329,CU03282,Commercial Van,Tata Ace EV,80,1
V06330,CU01635,Two-Wheeler,Ather 450X,2,4
V06331,CU00525,Commercial Van,Mahindra Treo,120,2
V06332,CU04927,Hatchback,MG Comet,35,2
V06333,CU01723,Sedan,BYD Seal,55,2
V06334,CU00420,SUV,Mahindra XUV400,100,0
V06335,CU04229,Two-Wheeler,Ola S1,2,4
V06336,CU03865,SUV,Tata Nexon EV,70,2
V06337,CU01068,Hatchback,Tata Tiago EV,40,2
V06338,CU01401,Two-Wheeler,Ather 450X,4,4
V06339,CU01420,Commercial Van,Mahindra Treo,120,3
V06340,CU03134,Sedan,BYD Seal,55,4
V06341,CU03637,Hatchback,Tata Tiago EV,35,1
V06342,CU04003,Hatchback,Tata Tiago EV,35,1
V06343,CU00630,Hatchback,Tata Tiago EV,30,2
V06344,CU04417,SUV,Tata Nexon EV,100,1
V06345,CU01835,Commercial Van,Tata Ace EV,120,4
V06346,CU04132,Hatchback,MG Comet,40,4
V06347,CU02354,SUV,Hyundai Ioniq 5,75,2
V06348,CU03056,SUV,Hyundai Ioniq 5,82,0
V06349,CU02941,Sedan,BYD Seal,55,2
V06350,CU00012,SUV,Hyundai Ioniq 5,82,3
V06351,CU02131,Two-Wheeler,Ola S1,4,1
V06352,CU03104,Two-Wheeler,Ola S1,3,2
V06353,CU01432,Sedan,MG5,50,2
V06354,CU03158,Two-Wheeler,Ather 450X,3,1
V06355,CU01435,Sedan,MG5,60,4
V06356,CU00957,Hatchback,MG Comet,30,1
V06357,CU03859,Hatchback,Tata Tiago EV,30,1
V06358,CU04809,Sedan,MG5,60,0
V06359,CU03635,Hatchback,MG Comet,30,2
V06360,CU03904,Sedan,BYD Seal,60,3
V06361,CU00241,SUV,Mahindra XUV400,70,2
V06362,CU01956,SUV,Tata Nexon EV,82,2
V06363,CU02013,Hatchback,Tata Tiago EV,35,4
V06364,CU04992,Sedan,MG5,50,0
V06365,CU04066,SUV,Hyundai Ioniq 5,75,3
V06366,CU02804,Sedan,BYD Seal,60,1
V06367,CU03904,Sedan,BYD Seal,55,4
V06368,CU01025,Two-Wheeler,Ola S1,3,1
V06369,CU00601,Hatchback,Tata Tiago EV,35,2
V06370,CU02330,Sedan,MG5,60,4
V06371,CU02699,Hatchback,MG Comet,30,2
V06372,CU04695,Hatchback,MG Comet,35,4
V06373,CU03027,Commercial Van,Tata Ace EV,60,2
V06374,CU01143,Sedan,BYD Seal,60,2
V06375,CU01012,SUV,Tata Nexon EV,82,4
V06376,CU01104,Two-Wheeler,Ola S1,2,3
V06377,CU01647,Hatchback,MG Comet,40,1
V06378,CU01701,Hatchback,MG Comet,30,2
V06379,CU00219,Two-Wheeler,Ola S1,4,0
V06380,CU03589,Two-Wheeler,Ather 450X,3,0
V06381,CU00727,Sedan,BYD Seal,55,4
V06382,CU04614,Sedan,MG5,55,4
V06383,CU00812,Two-Wheeler,Ather 450X,4,1
V06384,CU04910,Sedan,MG5,55,2
V06385,CU04710,Hatchback,MG Comet,35,3
V06386,CU04522,Sedan,BYD Seal,50,1
V06387,CU01584,Sedan,MG5,55,2
V06388,CU04038,Hatchback,MG Comet,30,1
V06389,CU00883,Sedan,BYD Seal,55,1
V06390,CU00432,Two-Wheeler,Ola S1,3,3
V06391,CU04035,SUV,Hyundai Ioniq 5,75,4
V06392,CU00948,Hatchback,Tata Tiago EV,35,1
V06393,CU03908,Sedan,BYD Seal,50,0
V06394,CU01668,Two-Wheeler,Ather 450X,4,4
V06395,CU02983,Hatchback,MG Comet,35,1
V06396,CU02540,Hatchback,Tata Tiago EV,30,3
V06397,CU02114,Sedan,MG5,55,1
V06398,CU00391,Hatchback,Tata Tiago EV,30,3
V06399,CU00083,Commercial Van,Tata Ace EV,60,0
V06400,CU01003,SUV,Hyundai Ioniq 5,82,0
V06401,CU00481,Sedan,BYD Seal,50,1
V06402,CU00777,Two-Wheeler,Ather 450X,2,3
V06403,CU04090,Sedan,BYD Seal,50,4
V06404,CU01755,Hatchback,MG Comet,40,2
V06405,CU01249,Hatchback,Tata Tiago EV,30,4
V06406,CU01137,SUV,Hyundai Ioniq 5,100,2
V06407,CU02700,Hatchback,MG Comet,40,0
V06408,CU03257,Sedan,MG5,55,0
V06409,CU01536,Hatchback,MG Comet,35,1
V06410,CU03245,Hatchback,MG Comet,40,4
V06411,CU00523,SUV,Tata Nexon EV,70,3
V06412,CU01695,Two-Wheeler,Ola S1,4,4
V06413,CU02253,Two-Wheeler,Ola S1,4,4
V06414,CU04838,SUV,Tata Nexon EV,75,1
V06415,CU03610,Commercial Van,Tata Ace EV,80,1
V06416,CU00278,Hatchback,MG Comet,35,3
V06417,CU00148,Hatchback,MG Comet,40,4
V06418,CU04874,Sedan,BYD Seal,60,3
V06419,CU04515,Sedan,MG5,50,4
V06420,CU02586,Sedan,MG5,60,3
V06421,CU03655,Hatchback,Tata Tiago EV,40,4
V06422,CU03621,Hatchback,MG Comet,35,2
V06423,CU02440,SUV,Tata Nexon EV,70,2
V06424,CU00940,Commercial Van,Tata Ace EV,60,4
V06425,CU03710,Sedan,MG5,50,4
V06426,CU04338,Hatchback,Tata Tiago EV,30,0
V06427,CU01224,Two-Wheeler,Ather 450X,2,3
V06428,CU03364,Sedan,MG5,60,3
V06429,CU03024,Hatchback,Tata Tiago EV,30,2
V06430,CU01818,Sedan,BYD Seal,55,4
V06431,CU03373,Two-Wheeler,Ather 450X,2,1
V06432,CU00684,Two-Wheeler,Ola S1,4,3
V06433,CU01233,SUV,Hyundai Ioniq 5,82,1
V06434,CU03386,Sedan,BYD Seal,60,1
V06435,CU00617,Sedan,BYD Seal,50,3
V06436,CU02074,Hatchback,Tata Tiago EV,30,4
V06437,CU02911,Commercial Van,Mahindra Treo,120,3
V06438,CU02018,SUV,Hyundai Ioniq 5,100,4
V06439,CU04224,Hatchback,Tata Tiago EV,35,1
V06440,CU04509,SUV,Tata Nexon EV,100,4
V06441,CU02185,Sedan,MG5,50,4
V06442,CU01358,Commercial Van,Tata Ace EV,80,0
V06443,CU04667,Two-Wheeler,Ola S1,3,0
V06444,CU03064,Hatchback,MG Comet,40,0
V06445,CU02469,Two-Wheeler,Ather 450X,4,1
V06446,CU03921,Sedan,BYD Seal,60,3
V06447,CU04237,Hatchback,MG Comet,35,4
V06448,CU01940,SUV,Hyundai Ioniq 5,70,4
V06449,CU03857,SUV,Hyundai Ioniq 5,75,3
V06450,CU00051,Hatchback,Tata Tiago EV,35,1
V06451,CU02977,SUV,Tata Nexon EV,70,0
V06452,CU01361,SUV,Mahindra XUV400,82,4
V06453,CU03737,Hatchback,MG Comet,35,3
V06454,CU03803,Sedan,MG5,55,2
V06455,CU03803,SUV,Tata Nexon EV,100,0
V06456,CU00366,Hatchback,Tata Tiago EV,35,0
V06457,CU02956,Two-Wheeler,Ola S1,2,2
V06458,CU03046,Hatchback,Tata Tiago EV,40,2
V06459,CU02004,Hatchback,Tata Tiago EV,40,2
V06460,CU02902,Hatchback,Tata Tiago EV,40,0
V06461,CU00258,SUV,Tata Nexon EV,100,2
V06462,CU03460,SUV,Hyundai Ioniq 5,70,1
V06463,CU00045,Sedan,BYD Seal,50,2
V06464,CU00269,Sedan,BYD Seal,60,2
V06465,CU01335,Two-Wheeler,Ather 450X,4,0
V06466,CU00672,Hatchback,Tata Tiago EV,40,3
V06467,CU03639,Sedan,BYD Seal,60,2
V06468,CU00235,Hatchback,MG Comet,35,2
V06469,CU03208,Hatchback,Tata Tiago EV,30,3
V06470,CU02401,Sedan,MG5,55,1
V06471,CU01418,Hatchback,Tata Tiago EV,30,2
V06472,CU04371,Sedan,MG5,60,3
V06473,CU03255,Two-Wheeler,Ola S1,3,0
V06474,CU00440,Hatchback,Tata Tiago EV,35,4
V06475,CU04968,Two-Wheeler,Ather 450X,4,3
V06476,CU00651,SUV,Mahindra XUV400,82,3
V06477,CU00034,Sedan,BYD Seal,60,4
V06478,CU02753,SUV,Tata Nexon EV,70,4
V06479,CU04963,Sedan,MG5,60,3
V06480,CU03033,Hatchback,Tata Tiago EV,40,0
V06481,CU04928,Commercial Van,Mahindra Treo,80,0
V06482,CU01111,SUV,Mahindra XUV400,70,1
V06483,CU03282,Two-Wheeler,Ola S1,2,1
V06484,CU00462,Two-Wheeler,Ola S1,3,1
V06485,CU00322,Hatchback,Tata Tiago EV,35,2
V06486,CU04511,Hatchback,Tata Tiago EV,35,2
V06487,CU01875,Hatchback,Tata Tiago EV,40,4
V06488,CU03040,Two-Wheeler,Ather 450X,3,3
V06489,CU02238,Two-Wheeler,Ola S1,3,4
V06490,CU04022,SUV,Mahindra XUV400,75,0
V06491,CU01257,Hatchback,Tata Tiago EV,40,3
V06492,CU02440,Hatchback,Tata Tiago EV,30,4
V06493,CU04010,Two-Wheeler,Ather 450X,4,2
V06494,CU03241,Commercial Van,Tata Ace EV,60,4
V06495,CU04264,Hatchback,MG Comet,40,3
V06496,CU03303,Hatchback,Tata Tiago EV,40,2
V06497,CU02712,Sedan,BYD Seal,60,4
V06498,CU01410,Hatchback,MG Comet,30,1
V06499,CU02429,Two-Wheeler,Ather 450X,3,1
V06500,CU01833,Sedan,MG5,55,3
V06501,CU02025,SUV,Mahindra XUV400,70,4
V06502,CU03347,Sedan,MG5,55,2
V06503,CU04994,Sedan,MG5,60,0
V06504,CU03932,Hatchback,Tata Tiago EV,35,0
V06505,CU02912,Two-Wheeler,Ola S1,2,1
V06506,CU04958,SUV,Hyundai Ioniq 5,82,4
V06507,CU04246,Sedan,MG5,60,1
V06508,CU03214,Sedan,MG5,50,1
V06509,CU02164,Hatchback,MG Comet,30,1
V06510,CU04920,Hatchback,Tata Tiago EV,40,0
V06511,CU01453,SUV,Hyundai Ioniq 5,75,4
V06512,CU02754,SUV,Mahindra XUV400,82,3
V06513,CU02902,Sedan,MG5,60,4
V06514,CU03072,Two-Wheeler,Ather 450X,3,0
V06515,CU04047,SUV,Hyundai Ioniq 5,82,4
V06516,CU00306,Sedan,BYD Seal,60,1
V06517,CU01385,Hatchback,Tata Tiago EV,30,3
V06518,CU03368,Two-Wheeler,Ola S1,2,4
V06519,CU01575,SUV,Tata Nexon EV,82,1
V06520,CU00873,Hatchback,MG Comet,40,0
V06521,CU00169,SUV,Mahindra XUV400,75,0
V06522,CU01604,Sedan,BYD Seal,55,2
V06523,CU01031,Two-Wheeler,Ather 450X,4,4
V06524,CU01735,Commercial Van,Tata Ace EV,60,1
V06525,CU04443,SUV,Hyundai Ioniq 5,75,4
V06526,CU03668,Two-Wheeler,Ather 450X,2,0
V06527,CU04831,Hatchback,Tata Tiago EV,40,1
V06528,CU01277,SUV,Mahindra XUV400,82,1
V06529,CU00543,Two-Wheeler,Ather 450X,2,4
V06530,CU00355,Sedan,MG5,50,3
V06531,CU04809,SUV,Mahindra XUV400,70,4
V06532,CU04037,Two-Wheeler,Ola S1,2,4
V06533,CU03440,Hatchback,MG Comet,40,2
V06534,CU00584,Hatchback,MG Comet,30,3
V06535,CU00511,SUV,Tata Nexon EV,100,3
V06536,CU00947,Two-Wheeler,Ather 450X,2,0
V06537,CU03474,Two-Wheeler,Ather 450X,3,1
V06538,CU01199,SUV,Mahindra XUV400,70,1
V06539,CU02872,Two-Wheeler,Ather 450X,2,0
V06540,CU03996,Two-Wheeler,Ather 450X,3,2
V06541,CU03922,Hatchback,Tata Tiago EV,35,3
V06542,CU04174,Two-Wheeler,Ather 450X,2,0
V06543,CU04536,Hatchback,Tata Tiago EV,30,3
V06544,CU03304,Hatchback,Tata Tiago EV,40,0
V06545,CU02448,Sedan,BYD Seal,55,3
V06546,CU03285,Sedan,MG5,60,3
V06547,CU01217,Sedan,BYD Seal,55,1
V06548,CU01291,Hatchback,MG Comet,35,3
V06549,CU04222,Sedan,BYD Seal,60,1
V06550,CU00502,Hatchback,Tata Tiago EV,30,1
V06551,CU02872,Sedan,BYD Seal,50,4
V06552,CU00387,Two-Wheeler,Ather 450X,4,2
V06553,CU00412,Two-Wheeler,Ola S1,2,1
V06554,CU02007,Two-Wheeler,Ola S1,2,2
V06555,CU02148,Sedan,MG5,55,2
V06556,CU03869,Two-Wheeler,Ola S1,2,2
V06557,CU01339,Sedan,BYD Seal,50,2
V06558,CU00353,Hatchback,Tata Tiago EV,40,4
V06559,CU04965,SUV,Mahindra XUV400,75,1
V06560,CU03189,SUV,Mahindra XUV400,70,2
V06561,CU01303,Two-Wheeler,Ather 450X,3,3
V06562,CU00847,SUV,Hyundai Ioniq 5,82,2
V06563,CU00526,Hatchback,Tata Tiago EV,30,0
V06564,CU02525,Two-Wheeler,Ola S1,3,2
V06565,CU01879,SUV,Hyundai Ioniq 5,70,1
V06566,CU04106,Two-Wheeler,Ola S1,4,4
V06567,CU03631,Two-Wheeler,Ola S1,2,3
V06568,CU03810,Sedan,MG5,60,3
V06569,CU02820,Hatchback,MG Comet,35,1
V06570,CU02908,Hatchback,MG Comet,30,3
V06571,CU03078,Hatchback,Tata Tiago EV,30,2
V06572,CU03831,Hatchback,MG Comet,40,0
V06573,CU01059,Sedan,BYD Seal,50,0
V06574,CU02490,Commercial Van,Mahindra Treo,80,4
V06575,CU03649,Two-Wheeler,Ather 450X,4,2
V06576,CU03265,Two-Wheeler,Ather 450X,3,3
V06577,CU03602,Hatchback,Tata Tiago EV,40,2
V06578,CU02294,Sedan,BYD Seal,55,4
V06579,CU00675,SUV,Mahindra XUV400,70,0
V06580,CU01879,Hatchback,Tata Tiago EV,30,0
V06581,CU01012,Two-Wheeler,Ola S1,4,2
V06582,CU00794,Commercial Van,Mahindra Treo,120,0
V06583,CU00233,Sedan,MG5,50,4
V06584,CU03028,Two-Wheeler,Ola S1,2,2
V06585,CU03610,Hatchback,MG Comet,35,1
V06586,CU02174,SUV,Hyundai Ioniq 5,100,4
V06587,CU03385,Hatchback,MG Comet,35,2
V06588,CU04607,Hatchback,Tata Tiago EV,35,0
V06589,CU02329,Two-Wheeler,Ather 450X,3,4
V06590,CU00798,Two-Wheeler,Ola S1,3,3
V06591,CU03685,SUV,Mahindra XUV400,100,4
V06592,CU04488,Sedan,MG5,50,0
V06593,CU04478,SUV,Hyundai Ioniq 5,82,3
V06594,CU02590,Two-Wheeler,Ather 450X,2,3
V06595,CU04702,Commercial Van,Tata Ace EV,60,0
V06596,CU04212,Two-Wheeler,Ola S1,4,1
V06597,CU00509,Two-Wheeler,Ola S1,2,0
V06598,CU01464,SUV,Tata Nexon EV,100,3
V06599,CU03363,SUV,Tata Nexon EV,75,4
V06600,CU03111,Hatchback,Tata Tiago EV,40,3
V06601,CU01048,Hatchback,Tata Tiago EV,40,0
V06602,CU04872,Two-Wheeler,Ola S1,4,3
V06603,CU04436,Two-Wheeler,Ather 450X,3,3
V06604,CU00169,SUV,Mahindra XUV400,100,3
V06605,CU01562,Sedan,MG5,55,2
V06606,CU03173,Hatchback,MG Comet,40,2
V06607,CU00575,Sedan,BYD Seal,50,1
V06608,CU01743,Sedan,BYD Seal,60,2
V06609,CU04571,Sedan,BYD Seal,55,2
V06610,CU04017,Commercial Van,Mahindra Treo,80,4
V06611,CU02359,Hatchback,Tata Tiago EV,35,0
V06612,CU04025,SUV,Tata Nexon EV,70,0
V06613,CU00531,Sedan,MG5,50,4
V06614,CU00991,Commercial Van,Mahindra Treo,120,2
V06615,CU02121,Two-Wheeler,Ather 450X,4,4
V06616,CU04965,Sedan,BYD Seal,50,3
V06617,CU02442,Commercial Van,Tata Ace EV,120,4
V06618,CU02529,SUV,Hyundai Ioniq 5,100,1
V06619,CU02521,Hatchback,MG Comet,30,2
V06620,CU04409,SUV,Mahindra XUV400,100,4
V06621,CU01462,Hatchback,MG Comet,35,4
V06622,CU00952,SUV,Tata Nexon EV,82,0
V06623,CU00965,Commercial Van,Mahindra Treo,60,2
V06624,CU02135,Two-Wheeler,Ola S1,2,3
V06625,CU04455,Sedan,MG5,60,2
V06626,CU00695,Sedan,MG5,60,0
V06627,CU02245,Hatchback,Tata Tiago EV,30,1
V06628,CU02804,Sedan,MG5,50,2
V06629,CU03912,Hatchback,MG Comet,35,4
V06630,CU03025,Sedan,BYD Seal,60,1
V06631,CU01409,Two-Wheeler,Ola S1,3,4
V06632,CU04594,Two-Wheeler,Ola S1,4,2
V06633,CU02979,Hatchback,Tata Tiago EV,35,0
V06634,CU00462,Sedan,BYD Seal,55,1
V06635,CU01618,Sedan,MG5,60,3
V06636,CU00417,Hatchback,Tata Tiago EV,40,3
V06637,CU01389,Sedan,BYD Seal,50,0
V06638,CU04368,Sedan,BYD Seal,60,0
V06639,CU04488,SUV,Tata Nexon EV,75,3
V06640,CU02595,Two-Wheeler,Ather 450X,2,1
V06641,CU04821,Sedan,MG5,60,4
V06642,CU01747,Two-Wheeler,Ola S1,3,2
V06643,CU03502,Hatchback,MG Comet,40,1
V06644,CU02860,Two-Wheeler,Ather 450X,2,0
V06645,CU03979,Hatchback,Tata Tiago EV,40,1
V06646,CU04491,Hatchback,Tata Tiago EV,35,4
V06647,CU04758,Hatchback,MG Comet,35,0
V06648,CU00853,Sedan,MG5,50,0
V06649,CU03291,SUV,Tata Nexon EV,100,1
V06650,CU01712,Commercial Van,Tata Ace EV,80,0
V06651,CU02526,Two-Wheeler,Ather 450X,3,4
V06652,CU03647,Sedan,BYD Seal,50,4
V06653,CU02031,SUV,Hyundai Ioniq 5,100,1
V06654,CU00237,SUV,Tata Nexon EV,70,0
V06655,CU01057,Two-Wheeler,Ola S1,2,4
V06656,CU02261,Two-Wheeler,Ather 450X,4,2
V06657,CU02427,SUV,Mahindra XUV400,100,1
V06658,CU01026,SUV,Hyundai Ioniq 5,82,4
V06659,CU00909,Two-Wheeler,Ola S1,3,1
V06660,CU00450,Hatchback,Tata Tiago EV,30,4
V06661,CU00569,Hatchback,Tata Tiago EV,35,2
V06662,CU03499,SUV,Hyundai Ioniq 5,70,3
V06663,CU02861,Two-Wheeler,Ola S1,3,3
V06664,CU02327,Sedan,MG5,55,0
V06665,CU04310,Commercial Van,Mahindra Treo,60,3
V06666,CU01309,Hatchback,MG Comet,30,3
V06667,CU00718,Sedan,MG5,60,0
V06668,CU00970,Sedan,BYD Seal,50,1
V06669,CU03346,Commercial Van,Tata Ace EV,80,0
V06670,CU02486,Sedan,BYD Seal,60,2
V06671,CU03656,Sedan,MG5,60,2
V06672,CU02719,Hatchback,Tata Tiago EV,35,3
V06673,CU00904,SUV,Mahindra XUV400,75,0
V06674,CU01451,Two-Wheeler,Ola S1,2,4
V06675,CU01456,Sedan,BYD Seal,60,2
V06676,CU04231,Two-Wheeler,Ola S1,3,3
V06677,CU00532,Commercial Van,Tata Ace EV,80,3
V06678,CU02268,Hatchback,Tata Tiago EV,30,3
V06679,CU00333,Two-Wheeler,Ather 450X,3,0
V06680,CU01322,Sedan,MG5,55,4
V06681,CU04053,Hatchback,Tata Tiago EV,35,4
V06682,CU01709,SUV,Hyundai Ioniq 5,100,2
V06683,CU03527,Two-Wheeler,Ola S1,3,3
V06684,CU00401,Sedan,BYD Seal,60,4
V06685,CU03631,Hatchback,Tata Tiago EV,35,0
V06686,CU03038,Commercial Van,Mahindra Treo,80,0
V06687,CU03992,Two-Wheeler,Ola S1,3,1
V06688,CU01479,Sedan,BYD Seal,50,3
V06689,CU01915,Sedan,BYD Seal,60,2
V06690,CU01058,Hatchback,MG Comet,35,2
V06691,CU02994,Sedan,BYD Seal,60,1
V06692,CU00042,SUV,Mahindra XUV400,100,0
V06693,CU04897,SUV,Tata Nexon EV,70,4
V06694,CU02171,Hatchback,MG Comet,40,0
V06695,CU00027,Two-Wheeler,Ola S1,2,1
V06696,CU03534,Sedan,MG5,60,2
V06697,CU02619,SUV,Hyundai Ioniq 5,75,4
V06698,CU01171,Sedan,BYD Seal,55,4
V06699,CU03699,Sedan,MG5,60,2
V06700,CU00711,Hatchback,MG Comet,30,0
V06701,CU03200,SUV,Tata Nexon EV,75,2
V06702,CU02424,Sedan,MG5,60,1
V06703,CU02019,Hatchback,MG Comet,40,3
V06704,CU04761,Hatchback,Tata Tiago EV,40,4
V06705,CU04879,Sedan,BYD Seal,50,4
V06706,CU02899,Hatchback,MG Comet,35,0
V06707,CU02048,SUV,Tata Nexon EV,100,3
V06708,CU01559,Sedan,BYD Seal,55,1
V06709,CU03595,SUV,Hyundai Ioniq 5,100,1
V06710,CU01723,Commercial Van,Tata Ace EV,60,3
V06711,CU04053,SUV,Tata Nexon EV,70,2
V06712,CU01652,Two-Wheeler,Ather 450X,3,0
V06713,CU01779,Two-Wheeler,Ola S1,2,3
V06714,CU00684,Commercial Van,Tata Ace EV,60,3
V06715,CU01280,Hatchback,Tata Tiago EV,30,4
V06716,CU02295,Two-Wheeler,Ather 450X,3,3
V06717,CU02011,Commercial Van,Mahindra Treo,120,1
V06718,CU01216,Sedan,MG5,55,0
V06719,CU02583,Sedan,BYD Seal,55,2
V06720,CU01894,Commercial Van,Mahindra Treo,60,0
V06721,CU00314,SUV,Tata Nexon EV,75,3
V06722,CU03995,Sedan,BYD Seal,50,3
V06723,CU00444,Two-Wheeler,Ather 450X,2,3
V06724,CU01672,Sedan,BYD Seal,50,1
V06725,CU02917,Hatchback,Tata Tiago EV,40,3
V06726,CU03267,SUV,Mahindra XUV400,75,3
V06727,CU04678,SUV,Hyundai Ioniq 5,82,3
V06728,CU04644,Two-Wheeler,Ather 450X,2,1
V06729,CU03096,Sedan,BYD Seal,50,4
V06730,CU04561,Two-Wheeler,Ather 450X,4,3
V06731,CU01865,Sedan,MG5,55,0
V06732,CU00716,SUV,Hyundai Ioniq 5,75,1
V06733,CU00892,Hatchback,MG Comet,40,4
V06734,CU03808,Sedan,MG5,60,2
V06735,CU00501,Two-Wheeler,Ather 450X,4,1
V06736,CU02783,Hatchback,MG Comet,30,0
V06737,CU02641,Two-Wheeler,Ola S1,3,1
V06738,CU04503,Sedan,MG5,55,0
V06739,CU01354,Hatchback,Tata Tiago EV,35,1
V06740,CU00703,Hatchback,Tata Tiago EV,40,2
V06741,CU02334,Two-Wheeler,Ola S1,2,0
V06742,CU02195,Sedan,MG5,55,3
V06743,CU02010,SUV,Tata Nexon EV,82,2
V06744,CU00384,SUV,Tata Nexon EV,70,2
V06745,CU02059,Sedan,BYD Seal,50,3
V06746,CU02324,Sedan,BYD Seal,50,2
V06747,CU00886,Sedan,MG5,50,0
V06748,CU01592,Commercial Van,Tata Ace EV,120,0
V06749,CU04399,Sedan,MG5,50,3
V06750,CU02252,Hatchback,MG Comet,35,2
V06751,CU04441,Sedan,MG5,50,2
V06752,CU01784,SUV,Mahindra XUV400,100,1
V06753,CU04922,SUV,Tata Nexon EV,82,1
V06754,CU04118,Commercial Van,Tata Ace EV,80,2
V06755,CU02584,Two-Wheeler,Ather 450X,3,2
V06756,CU01730,Sedan,MG5,60,1
V06757,CU00263,Sedan,BYD Seal,55,4
V06758,CU02632,Two-Wheeler,Ather 450X,2,3
V06759,CU03827,Commercial Van,Tata Ace EV,60,3
V06760,CU02431,Sedan,BYD Seal,60,3
V06761,CU00392,Sedan,MG5,55,3
V06762,CU02937,Two-Wheeler,Ather 450X,2,0
V06763,CU03673,Sedan,BYD Seal,50,3
V06764,CU00540,Sedan,BYD Seal,60,3
V06765,CU01116,Commercial Van,Mahindra Treo,60,2
V06766,CU00884,Two-Wheeler,Ather 450X,3,1
V06767,CU04324,Hatchback,Tata Tiago EV,30,2
V06768,CU02420,Sedan,MG5,60,3
V06769,CU01400,Sedan,MG5,50,4
V06770,CU01577,Commercial Van,Mahindra Treo,120,0
V06771,CU02085,Commercial Van,Tata Ace EV,60,2
V06772,CU04787,Two-Wheeler,Ather 450X,3,1
V06773,CU01536,Sedan,BYD Seal,50,3
V06774,CU04754,Hatchback,MG Comet,30,4
V06775,CU00090,SUV,Hyundai Ioniq 5,100,0
V06776,CU04191,Sedan,MG5,55,1
V06777,CU01655,SUV,Hyundai Ioniq 5,82,1
V06778,CU01902,SUV,Tata Nexon EV,70,2
V06779,CU02680,Sedan,MG5,50,2
V06780,CU02171,Commercial Van,Mahindra Treo,60,4
V06781,CU00366,Hatchback,MG Comet,35,0
V06782,CU03961,Two-Wheeler,Ola S1,3,0
V06783,CU02373,Sedan,BYD Seal,60,0
V06784,CU00519,Two-Wheeler,Ola S1,3,2
V06785,CU04992,SUV,Tata Nexon EV,70,2
V06786,CU03711,Hatchback,Tata Tiago EV,35,2
V06787,CU00830,Sedan,MG5,50,2
V06788,CU02634,Hatchback,Tata Tiago EV,30,4
V06789,CU00271,Hatchback,Tata Tiago EV,35,3
V06790,CU02987,Two-Wheeler,Ola S1,3,1
V06791,CU03539,Hatchback,MG Comet,35,4
V06792,CU04565,Sedan,MG5,55,3
V06793,CU04815,Hatchback,MG Comet,30,0
V06794,CU01008,SUV,Tata Nexon EV,100,3
V06795,CU02318,Two-Wheeler,Ola S1,2,3
V06796,CU00605,Sedan,BYD Seal,50,3
V06797,CU04474,SUV,Hyundai Ioniq 5,75,0
V06798,CU00177,Two-Wheeler,Ola S1,3,0
V06799,CU02322,Hatchback,MG Comet,40,2
V06800,CU01715,Two-Wheeler,Ola S1,3,0
V06801,CU00637,Sedan,MG5,60,4
V06802,CU02624,Hatchback,Tata Tiago EV,30,2
V06803,CU04156,SUV,Hyundai Ioniq 5,100,1
V06804,CU02779,Hatchback,MG Comet,30,4
V06805,CU03753,Two-Wheeler,Ather 450X,4,1
V06806,CU00661,Hatchback,MG Comet,30,2
V06807,CU04366,Hatchback,MG Comet,35,3
V06808,CU03188,SUV,Hyundai Ioniq 5,100,2
V06809,CU04341,SUV,Mahindra XUV400,82,4
V06810,CU04756,Two-Wheeler,Ather 450X,4,4
V06811,CU00085,Sedan,BYD Seal,60,1
